IsoWeeks,a flu,chest infection symptoms,cold flu,flu,flu nhs,flu pregnancy,flu stomach,flu symptoms,flue,man flu,symptoms of flu,what is flu,bronchitis symptoms,cold and flu,bronchitis,chest infection,colds,cough medicine,laryngitis,lemsip,pleurisy,sinusitis,fever flu,sinusitis symptoms,gastric flu,sinuses,tonsilitis,catarrh,coughing blood,coughing up,coughs,night nurse,Disease Rate
Iso Week 245,102.41903719177095,33.260621676609745,157.2000030165084,1130.1092620542984,74.14303628482756,29.2012707915659,42.20740368542357,154.26821756779867,279.46855345158286,69.88738441846259,34.46622954265173,9.52377100845323,52.740607122057504,66.19440817579915,200.3646289196617,174.6614435740669,241.69197462199892,54.39961920019102,105.94211464595388,93.6352446790266,150.04579421320904,214.82667830569463,48.0293682795781,47.03050061681741,104.57924702271266,65.36250026028259,126.63453126940333,35.08953173341574,0.0,0.0,39.927690243025765,89.20013907213023,2.182656095
Iso Week 246,42.60817759027925,19.42369019225586,116.85409527275267,838.3867129701948,71.18853383889974,10.276315985627132,31.513392910242526,126.23754985978776,290.7405979106412,121.92524149567664,49.41970781870797,53.5855005795022,36.81881238206065,60.32366100686572,169.56017552080658,128.81167498013295,130.53332606115725,58.29579023431585,47.1964690541132,74.2862167518502,135.0895598145501,164.98040066372374,40.8290167787025,25.54457859169353,37.73795833135887,115.0109687629262,107.97349955140808,0.0,38.14718383000083,76.29436766000165,0.0,33.81177024601272,1.817229307
Iso Week 247,71.76131057176381,18.812441665323256,91.91381162628493,571.6969841438831,41.22879865851614,19.15162282620353,38.79927267557451,83.28170591769928,213.1170459178309,43.19291470596284,32.71318284347389,23.99364806385226,22.09661481343746,59.937094927303455,96.32128073723317,137.3932264430507,130.47075430630983,77.1099535113091,98.97280736339428,56.03061913454066,105.69861077836508,149.4565930840253,56.05973483872122,24.51768427199344,16.051220368234343,105.15037443063008,79.05766183488092,85.16473879572891,35.31170998720234,35.31170998720234,132.41876065763356,37.844358974337,2.289894695
Iso Week 248,65.56207750906984,46.29475399435531,61.34037398479763,575.2420024465757,43.76707454252784,0.0,23.407599706890007,164.30310938958397,168.63753075924367,72.43698087807915,37.73055901967127,22.741771823185776,44.963280104309305,63.436485506183416,154.5398977717788,159.51643307953393,96.25071572243344,60.76445819855258,70.30911013677927,84.21144726930699,71.08743571898972,163.5587012305064,30.8828145545882,40.649869831459625,24.18858428358431,87.07880238359394,111.11821577429238,69.64483940691714,32.71395648194844,32.71395648194844,35.065042248719195,86.74245696128601,3.53872562
Iso Week 249,18.748705933095923,22.39478240217232,93.48189318197969,600.8733851863028,19.61864623935228,0.0,22.376261790116263,82.912916508095,153.96726476404206,78.96151584031422,31.75133031998921,18.56076135982136,9.706744787257948,50.46122320130026,120.14471051775824,130.23547045820132,129.7622008658375,47.07489319128588,98.08747091565162,37.001285873908046,58.87639281547814,124.82397296597831,19.59163206826764,40.871063009833904,11.397526586166167,89.24309458959227,117.19131752367905,105.96764218948104,34.425759066161376,34.425759066161376,83.23691339887046,0.0,3.904386999
Iso Week 250,31.19416704088173,23.950053873732667,61.36432792962892,579.8323729877109,74.81022356833147,22.11501126594825,61.25439295203144,98.61574485220572,287.93583270787025,45.491806544063465,9.14362560837777,31.54017042259648,37.46247404653565,50.77273197428254,109.0230121928454,158.40128290911466,118.06030145412755,29.643696485472457,58.30965887544254,53.935710660256646,119.88139426685676,114.2882400314172,30.0058986833815,20.21651894252435,40.130949308859535,117.72145239576729,120.65693554606852,0.0,0.0,0.0,35.86750518058489,84.99648072466127,4.717868978
Iso Week 251,68.10217539526332,44.14270004615326,58.26099141009012,512.0711907132587,0.0,0.0,19.350874989715276,57.590111335976495,183.21503884617965,58.14012171438294,44.85890676964328,34.20664349018982,36.21969578923655,25.224817495895117,168.0232155601156,195.66176297357373,110.61903515846886,37.97368687227618,110.4270376264627,44.09734174199476,104.0576961369453,144.0721337786702,30.19487556522074,36.66232394415938,26.489639773320512,79.63887127509842,131.29866748419565,49.64958096141434,194.24463369972096,123.4644031995397,70.78023050018125,0.0,5.495204568
Iso Week 252,37.81065713565824,23.16789960809993,77.4903867580422,635.0164953208784,63.45246898940759,33.95803948143025,9.624444073949064,48.01277897271499,262.77026715847524,37.34590851461786,25.28493811124721,56.99874502754101,31.09032703566524,34.890261838507726,150.50823756872543,151.34620824459293,129.71085942200585,98.74904505629254,94.71642855170316,56.02737502806296,96.05518476996822,136.6669076941119,11.360649799749211,21.42652676977404,12.040058466917284,94.13061477487524,112.47891573636086,0.0,74.85366739697588,35.22874025107254,85.14376856730067,151.39027308165572,5.201043268
Iso Week 253,26.494522073034748,38.87292855097356,60.63567114339836,541.7112818052748,38.896614768838056,9.648414319997707,30.73394397231758,98.5344041904509,270.3477279820768,40.97404930109088,29.25927570773528,0.0,41.20222037631497,36.32706096508755,119.66053932229012,127.2585845770701,122.4120254600133,37.850099596612175,67.72409380121438,68.1091898249352,91.84407453257832,145.8316712286388,29.883859154013976,10.28527787242139,35.56295815138874,86.54825029274707,109.86212239511956,50.82593373361082,69.70987837845583,69.81747175326647,118.55980120846668,0.0,4.724316255
Iso Week 254,98.02916069950513,33.08606196838175,74.82715736214648,592.2324328589781,0.0,0.0,62.42075864356622,94.66804257391615,178.2646199006847,37.34239757625638,23.92495109858148,27.8667112619497,20.284242506102636,83.48682585464961,147.3765571989226,122.33566131426416,105.507194867902,52.90762145934538,90.02843080906008,59.942797133498125,104.49646809463752,156.03853471734132,10.288312100605436,34.32284711296181,60.25264210006559,61.6597262959038,136.69459618442465,37.8240441836327,0.0,47.42747376472716,0.0,0.0,7.16353115
Iso Week 255,70.03678930053734,47.72735729064506,61.16546561512168,601.5237334277723,28.62014036012897,19.66755877565508,36.68772611108509,65.37705792997602,238.15489639193396,58.39864252471265,9.380000656898016,10.212639301301817,49.92267141621604,20.39654335936084,116.40945113188188,156.90102024086497,99.8143969028152,83.15841604047084,66.216046430621,35.47821368809017,129.39195100072794,158.0515977704051,9.614291912141338,55.30848947986538,60.53429028212647,65.82348043490957,136.29523525361984,35.35479618745482,67.35070982815029,35.35479618745482,0.0,35.16406210371091,7.266026531
Iso Week 256,59.09269086671787,41.313973782053424,77.08113207103565,686.7479077442433,27.808120289479483,9.217790821694818,27.82638516478133,103.20293440645632,167.60708962404945,47.99904579673247,40.906534389002026,9.098308895927826,20.05724972093344,15.191359629258802,108.12954758339978,147.82309565864125,147.92319621949514,48.76766428711677,82.79060110139814,60.0450321280349,120.80594001276938,135.60990689115368,44.28024719727832,40.12634864709811,76.08671956835158,98.20108220985136,121.08387446009594,33.797158291530586,38.71643925856034,84.88736660637267,46.17092734781232,67.35481140381084,10.03761882
Iso Week 257,33.50254711332597,22.544113637181024,70.89837856747546,531.1336431662753,23.729634389555624,12.72543759554268,19.26066511675697,91.22437761349498,244.05815992415847,18.805557511413305,10.27056795330465,19.22632884810764,14.686547351759824,51.80602872806223,167.573842489762,116.77399337718944,103.10927364875218,55.20071098985444,41.2298840917152,85.74511577616923,78.97576391515459,107.64665557801784,10.25792543903166,31.42087411612865,49.4210439229852,84.05837223315132,123.10630214763437,0.0,80.67063993451077,80.67063993451077,35.1468925404443,38.352611459673696,12.99126338
Iso Week 258,24.650378199288387,22.170672458337485,65.70706850948439,442.7082048760568,12.68337210516096,0.0,42.56978870319312,80.55522183411958,218.65020167017377,59.64783150289578,28.849494054287504,22.11676920756957,16.130375291978638,35.85645989311687,117.1716958822451,112.86035432202672,166.95791910332608,30.782119453779448,88.04377289818724,34.83301618578572,44.82241962804768,200.6304242107429,34.58888448128455,26.15983362754955,65.56642680586053,78.7735103169144,208.3814223896642,135.1933206469144,0.0,45.995028034935565,0.0,0.0,15.77498444
Iso Week 259,52.35676325816314,23.24029631973845,48.68751018122981,576.6712093102592,23.41867029464801,9.439998131570905,0.0,122.5006547499418,208.57045029000776,67.46557385278636,20.075272063728296,19.05994042246664,25.310600329297323,50.78175529642839,121.80440937600906,195.78318370938857,135.20003505710568,163.66393899377383,98.76172224780942,66.49219150830031,94.92392189695384,171.5315533043601,24.507634633718045,45.92181231537665,61.35005598613902,61.94075163417673,158.2493376547774,109.12104257200671,50.33321039907781,50.33321039907781,0.0,0.0,25.17858323
Iso Week 260,37.407110665499694,46.30816227069816,88.72667585305501,555.9118752300543,49.68081745285867,10.01876344484082,38.55812267882389,86.50186673125742,167.26784270005444,41.13853984954603,33.44465219631306,32.41248992832531,20.1608134532513,35.0329747288635,165.65570428969065,169.71579970432586,119.93318956271952,73.04142986127293,51.67905375001617,37.94144586187957,89.44253102995533,118.94578552928316,15.327550421284489,10.584190382594045,59.71818193173459,71.5076379986441,74.54968179670296,0.0,34.61048296812217,34.61048296812217,99.09400075601532,35.69350450851238,42.75663322
Iso Week 261,9.574459818032183,29.609633438720007,56.27642809625253,394.607591475462,26.5288818533724,9.619122955742611,19.81955701570335,28.955909421809867,163.64561121655075,29.45374006525589,22.71268954726216,0.0,38.509965515654486,36.59190510490486,167.0169276223773,141.58960187260797,133.06321962209697,49.91748031096845,120.6669662014802,38.36943144054241,116.6893328053907,164.03272693246916,24.43087680767154,24.209551245258403,43.58187812454397,85.82661410888844,95.0646347682672,0.0,0.0,0.0,35.467095639476675,0.0,27.77643284
Iso Week 262,58.21723333965877,19.124097161140583,42.54722967183326,487.1699455378957,28.55365678374429,10.06674338872369,9.649260944600048,53.03737612313183,186.27349130157012,22.9848837207507,9.646604414368728,19.275446891451868,29.880393919388847,45.36914446836328,131.64179303067684,128.07347330495028,93.33713400497425,36.40988415001,62.06648801334605,84.57774932133033,89.73353732062408,162.0812246043915,20.91050244343018,31.232345266100538,24.133549766628043,49.316716346396106,106.9485286207035,0.0,0.0,0.0,70.2546257662045,0.0,36.42626985
Iso Week 263,59.03985556378968,19.30441000247593,37.74880777211016,403.6426500679416,37.531437256773,19.44883170017473,9.332466691151248,102.43024738847949,156.63597760438,48.41183924714521,30.930949299565302,8.901244275521368,20.07196809104958,39.85360405962152,154.0193164705308,126.35399154098262,103.48627832449642,52.34273624556455,71.47507035616046,47.8913031513252,105.648849309999,142.02734857563254,19.699845068918496,40.237015427255294,52.219515909389735,65.77494730497104,155.69409799389183,0.0,0.0,33.25143711516002,79.27287959354736,0.0,31.91298294
Iso Week 264,24.262553431827907,9.483208661266868,60.24617748639598,424.773097047595,26.660699198344822,9.49465144698182,45.69632288924753,68.7449637299284,183.0446592688565,39.83907255799123,17.914115861457557,12.493061029301568,46.711608138127495,25.139477113142725,126.62814337233056,136.79044452472027,58.04770293767636,70.31358223766709,51.39033517490014,11.46055811691616,42.07307036223551,93.06122399345834,9.517216778096875,0.0,49.97213243075807,80.98335528229438,148.39530390748686,154.26688806565127,0.0,0.0,0.0,0.0,21.27192071
Iso Week 265,12.39147433732196,13.846753555238822,88.65862970380644,393.1598021997969,28.21161236745736,13.86346155349552,13.86346155349552,81.0090887406059,137.5495707030052,9.189337100118424,10.220319998383816,13.955142811818416,21.29740146357433,21.089425341940156,115.397873359964,108.68316374774368,137.74901504876266,59.84077730568031,90.6830037072068,25.16654272628543,105.58399437955848,126.67590903143288,0.0,21.913300563896616,12.314916438014793,95.3229052999386,104.75710052686728,55.03086285605156,104.5905825152604,104.5905825152604,0.0,45.59966976000875,12.54340446
Iso Week 266,71.50008505668488,27.93875312960796,73.38296781812419,329.2443454465724,38.37940360244644,14.346475748316726,23.468193091661988,53.30987546211214,133.99412464017513,29.769879332889893,13.627954225114268,23.99795114279822,10.411323004914498,25.90085651648384,102.96173803206398,154.509062680691,115.30973985755725,24.640806482565143,86.39147583022068,43.00675947965796,56.55540117114976,139.4346969642544,27.811138666268587,16.11336768465003,41.75204911919549,87.19152580553647,122.2275817944112,34.469070345584825,0.0,72.2257077958936,0.0,0.0,8.16324122
Iso Week 267,9.329808927016243,9.329808927016243,36.25462232308725,270.1336123698221,13.144552625407057,0.0,0.0,63.68834124324761,142.32950168424728,38.26686504434794,0.0,12.74222326870127,23.603771772146263,19.616629760797935,76.95975059372677,111.65617228875529,119.88854598835484,65.54994418195368,38.40892858752164,22.70186081115072,53.51869476903507,155.43920043072566,20.904278656229952,9.887395265032993,28.43561066162968,51.185875565384016,113.71645902857374,33.84159572493068,0.0,0.0,33.84159572493068,0.0,6.474452972
Iso Week 268,38.415300864118976,9.43910179405044,47.30845929426304,320.84511657658913,9.02839728953734,9.392816920162456,0.0,9.392816920162456,128.80159820744868,32.36721197763052,36.39916561720272,0.0,40.14218430617587,59.63514654069187,103.5642063729274,105.2619788539195,77.5856220810243,24.73649842427822,79.84471767503875,29.999543483767447,55.12526068077229,97.6032025498154,25.02812411916184,0.0,0.0,59.56328948437624,105.39522322983896,0.0,0.0,0.0,55.08872612831205,34.75499826322807,6.1135242
Iso Week 269,0.0,0.0,83.43404401655711,335.32648874803454,29.39868559967715,0.0,0.0,41.91139713023539,126.47302311556813,19.229804584948084,15.037003305493617,0.0,0.0,47.79721796376421,56.66354508141565,111.66064664648503,95.68990689128836,22.95322045223001,73.54573025415093,12.91976415029677,50.288539158197615,88.8909584124879,19.417477187783582,25.59721832099561,23.65269269627556,74.62787547358145,87.38687609677883,35.12151913263911,0.0,0.0,0.0,33.460738484094314,5.847065957
Iso Week 270,21.190899080846663,21.33927421840744,36.000411286109184,485.01518090241854,9.500399363851075,8.786508802030099,0.0,47.42905100075012,160.0806602467871,0.0,0.0,28.505486018922028,33.31221681273723,24.387336804822628,80.19502957593613,150.05256961797278,113.44972150862112,26.67760194920587,41.3344841834335,45.8103956505064,71.2535567794054,143.9753401813112,19.37628744847661,0.0,51.039531949965344,51.172042136903165,107.95195009286896,31.87073575149613,0.0,0.0,0.0,37.26278936443812,5.518325143
Iso Week 271,37.91153391053826,33.429569957661975,33.18943852312349,304.02510022486285,18.942331735184258,14.514441181817476,9.508894804548584,9.488308249252928,214.25404599106247,0.0,0.0,18.90248909030857,20.216078778765468,9.933846734511723,99.38581701472154,106.38775667501623,102.48206976297452,54.45059559721004,42.2551622345708,11.871372813937564,85.3986330218825,113.86012855878664,10.333582804549064,9.990452828687278,90.01709673344827,66.29645583294766,138.5040927312593,0.0,0.0,88.58136452505916,0.0,0.0,5.183901394
Iso Week 272,28.369157246743065,8.983426902550814,89.28071125191293,332.96980911789194,19.189243138459403,19.34239340203655,17.96634203574988,46.3312448965161,168.09240117451716,19.18598702861805,17.915537704703965,34.01768441280425,24.58999222417618,28.907982950277216,113.6797641850819,130.19462749242246,65.4376048520056,0.0,69.5833835569244,37.50592848176607,46.24961816246668,140.4216269698047,43.47114087963387,0.0,11.571439044329242,82.57099768376888,116.01069804781498,0.0,0.0,38.37906037327101,33.010717777753314,0.0,4.529113139
Iso Week 273,54.8614818737879,9.583304708754328,70.10852461713128,370.76352713720735,10.279523784347216,22.535376080782573,0.0,61.25440315263477,206.9230799386615,29.9355451216596,23.91191520813985,13.294884491241438,34.16240752443685,33.905373234364774,86.17840273516516,88.82417202927239,130.40209896833477,70.48241934338647,66.15381156074042,23.495284534421156,94.6330170500283,139.45653167001575,14.548746432640526,49.24309559012381,23.62256536071298,87.8912934282361,71.0939239460723,35.51722957266004,35.51722957266004,0.0,35.51722957266004,87.9500160574928,4.086424343
Iso Week 274,68.76375458054032,14.87558083822469,65.65327696853113,306.8179483329131,0.0,14.862118774117702,0.0,66.74750015278455,223.49048056379272,9.403886858106642,28.980677651719777,0.0,24.973225158893857,41.03955739824902,81.86761836534062,80.20920713051787,108.37711833981378,12.156367607961608,66.63201986668587,85.52109067339636,46.91446221735358,122.85033633177542,11.279106888457516,0.0,17.28136701142177,41.74618572813184,97.73208287959172,0.0,69.87884218671915,35.21612766448181,0.0,37.6365200827588,4.093592668
Iso Week 275,32.46254881618011,0.0,22.63174171713201,287.82962051554927,0.0,9.204092330785924,13.401359185546909,9.533505921644998,187.6546431410691,26.451918783799467,42.10294084052709,0.0,0.0,14.160814352154151,89.32348531866305,132.11210657849037,98.243534421209,36.07250897478661,43.8623018595225,37.26037394182824,46.693634304485165,151.2480279744474,14.43532067294892,0.0,11.785714802444051,66.0883400680074,121.1468115812831,48.837044293939655,0.0,0.0,101.5046274927718,0.0,3.391984285
Iso Week 276,9.412519108307531,0.0,27.721149370136978,232.950284046346,0.0,10.083656175189136,8.841892176182542,46.06744721751458,197.74949493872492,41.07116144747782,0.0,9.097247032501892,18.97676560586122,19.098181697970965,114.01727767493666,75.41188841730339,75.26031257088653,45.62927518839638,48.61761451081675,36.61584570726889,93.88624009798863,162.91849023674854,9.97013825934502,0.0,42.16201317561747,84.32284277609178,83.84944040711002,70.56944052339793,0.0,0.0,0.0,0.0,2.450213449
Iso Week 277,0.0,0.0,0.0,184.73200954789996,9.308180234186269,0.0,0.0,61.343056870573655,222.6088804701901,9.25814329039659,33.132857438074915,0.0,10.92864499826149,0.0,88.76316311528016,132.34296761582252,72.4493057133545,0.0,40.347495240996416,41.30729134270752,74.74812606192208,139.65438958190504,0.0,40.45805486799844,54.09842491618265,61.618672100536,130.10128992899158,0.0,38.036134366385504,34.87315242601396,69.39308506631458,0.0,2.158082636
Iso Week 278,19.26139090337691,0.0,33.73692226828063,328.7848332514147,23.20518134631856,19.524129921579465,0.0,32.99777810635591,224.1850277462156,47.159740783353335,0.0,0.0,9.98756395237389,0.0,97.47271262190904,66.84456286321247,101.19935120507456,60.4479906790914,29.954473216538272,29.76159620852994,45.36960312060863,126.72275370507025,0.0,10.359320031085764,24.01951470818317,30.15507910292183,127.88075006715589,34.71571781285796,0.0,0.0,0.0,34.60797227080612,2.891438653
Iso Week 279,20.076380398500085,0.0,38.57470090220014,277.4984567721767,0.0,0.0,0.0,55.47856369854692,178.5621067484705,0.0,19.24626575603137,0.0,19.896469258495355,9.734853608218849,71.74247288731513,117.52541247523378,98.364715385579,0.0,51.275837208405854,23.330293370887397,41.22020320740374,88.93691183880067,20.050297046103765,10.293017770600883,53.41969266142826,49.1508512840685,104.15252661115883,39.91684796785457,0.0,0.0,39.91684796785457,75.07510183104317,8.358623204
Iso Week 280,23.38232311996773,14.6062316672024,32.578009264369214,252.9960258116072,13.781449903521851,9.061982157925884,13.773979008342042,37.5102952189435,239.06554338266628,9.61208500294207,14.610636441529056,9.44772363756538,9.999867279360403,29.9776619301332,41.25992693806382,111.63958306842322,83.5517990153846,23.74313640388604,71.77915324143203,11.981756816778118,76.0042237318441,136.02934308694438,0.0,26.856431042228863,13.20173308143212,43.982314676211686,76.1271343653193,0.0,92.68721244969356,53.659787592335086,39.02742485735848,0.0,8.105215963
Iso Week 281,38.08045533252285,23.043959645694,46.1132436487812,337.49399923215515,0.0,0.0,10.668692689250324,81.1727816761955,207.18949029603357,34.270300873966335,9.83411324890244,0.0,10.390297336261847,0.0,113.19562413699084,150.56493137548273,81.04468401809332,12.324369494266367,24.80772444869321,29.38107780481224,56.68796284089434,98.2173676892868,21.93462907557295,0.0,11.815395017229688,24.13783417944921,141.09026351324505,0.0,36.48624044340202,36.48624044340202,34.566905157617256,86.09855003423056,7.355233248
Iso Week 282,44.70550934062455,19.232821614257325,59.81168209840717,293.9136185031068,28.513910462607893,9.384826108967642,14.847615337970764,28.21007986941401,279.2394571687004,10.69471372144638,0.0,13.894623823130626,0.0,21.3973250691023,57.47014134986663,103.75612660845316,50.09411217642084,41.600304955563566,11.896278438309322,11.960310723675992,107.80421253047098,108.38331274447398,0.0,36.61491691940477,23.831556453726225,43.341560257849146,76.42835361490769,0.0,0.0,0.0,0.0,34.34946074037229,5.795805068
Iso Week 283,28.549732941334646,18.4723626715216,73.80987958426856,307.3148526689519,29.332808993672245,0.0,10.63363530504976,73.14941312272802,211.97559411223912,9.200679196634969,9.270396023946006,0.0,16.4420258246594,10.1198500019259,77.36989524933303,122.80186090902666,87.24277686291596,19.72003611305881,55.04308835603365,48.733967954349566,75.54124477768903,158.6888831769156,16.40249429759027,21.90878767428146,37.16283155569871,54.784818853209096,101.03396354630164,0.0,0.0,0.0,0.0,0.0,3.329982208
Iso Week 284,9.082667527281716,35.4259518709479,33.44148431605358,303.8077915014091,18.15985200745973,14.80478838575675,9.249272002823467,30.67932652579418,219.45386409178423,30.387216140493305,0.0,0.0,26.747468107871043,19.89459745331476,104.14759436781968,141.49994217048948,82.93422301218062,42.031581655793175,23.800647731325192,27.04092935168211,54.14426212023067,102.19277994770208,0.0,25.726602276673685,23.6658398853566,65.39818867408705,97.93288559243707,0.0,33.74472634013195,34.5978207305329,0.0,0.0,4.259317256
Iso Week 285,18.29488761934967,21.1678324680015,48.23505712546701,344.54606224262506,17.863852991031433,21.62607226362453,26.828691869564945,44.66326079166312,305.7899618452686,32.167011337114495,31.84511831483803,0.0,25.35696074841761,18.74562256677404,98.25912717520472,125.86301145304888,79.54320124418611,38.245201775824405,45.70744742285755,22.96835127016314,55.97399336350775,100.52446385988377,13.28185552661165,9.455537663516012,23.139595955757688,56.44680960853135,94.82286171714568,67.87000238509974,53.9207043897051,0.0,44.78119505590381,0.0,5.944439307
Iso Week 286,26.984523654660038,12.678711884462064,26.163545769879075,388.616792969778,17.468079461010852,8.522705689974886,21.590298183785624,76.74415467860028,319.9982305160136,8.489383833141902,17.367795234650742,8.507293925616887,0.0,13.616263992615869,79.22919190931124,68.59833937975655,123.38356999628004,54.5195757953236,34.46445668430863,27.3890410628271,54.17584915946071,96.99013894298946,9.614736466608417,0.0,50.88243459121114,72.42055249724015,126.02387620843136,77.97273572470193,31.33855220744596,31.33855220744596,0.0,0.0,8.903759967
Iso Week 287,35.486646113402834,26.227060333702585,81.23739904689292,459.9801521240569,8.5791208862293,17.280089036275402,21.567512186726567,60.53548061847248,240.89882903858611,35.72305458848852,0.0,18.470722393869437,0.0,46.21258834230006,90.9916971916809,90.6150111955076,105.38140172808248,57.18733144754068,50.22765807929903,23.213021514743517,47.29216122477753,56.777896733241086,22.672792246294616,27.964560071667808,60.816504290599084,86.45720789902813,109.60708302659278,0.0,32.11113245862087,0.0,0.0,32.89470179818149,18.68901132
Iso Week 288,40.89123261305733,23.239222526368355,41.43528763542474,498.2500727116866,14.679271545961276,9.797024498458072,0.0,73.27068978487621,326.60406318102724,59.69881647236188,0.0,27.244225350179327,51.33637806896899,42.61037149325784,86.71618305309057,146.38637006936273,119.59819894535931,38.19103832460877,35.1660720517421,120.2998163315484,101.66113812178148,131.1472873678715,32.591403286604866,32.70142871693218,35.42952780614103,111.90284285377332,89.06859568686869,0.0,0.0,0.0,80.94045612723194,0.0,31.43326226
Iso Week 289,66.76965140114848,30.088086500714315,92.73351217890972,663.7509953274475,48.2052858643819,31.64825968303396,30.747863709759688,83.68500839333954,268.02552096397545,56.65398397756928,29.57992908751739,27.22399697828645,13.24832894761532,60.77218391902362,109.52210434801933,129.9109915436421,165.8101156884958,33.21036547208477,95.13231121466518,52.649706501338855,55.65333091625592,107.31089618337953,23.932689584305965,8.976518119607166,11.342439605443143,84.74356682146383,109.2851033712541,81.53291346557837,33.04180277362426,33.04180277362426,31.48351652519596,31.53889009999721,61.93738131
Iso Week 290,69.9142938012598,17.674928569870758,74.14931030936984,1010.5821465231865,69.47589206190086,25.394427482123167,18.294403687931613,96.38971305882647,319.42620318571227,44.58763259930497,39.09049183912127,34.205133439697605,19.02830942098854,46.605542433971486,115.4060587258267,145.57220181660207,177.07480611186818,33.809346418685905,67.666749524258,70.77346228875162,53.86029476210746,152.65819790284837,13.320498962458316,8.841235682295169,44.88929375469328,48.80175668610563,86.52563480685217,30.854175632147385,32.28565896738672,63.14250388740189,0.0,65.54507489259011,147.1391413
Iso Week 291,94.43472676671033,37.20918425563899,67.8414608277006,971.852091782544,72.13991337012145,25.00119859014325,29.801365113977926,121.93731949729236,289.9853210130395,60.13429879781173,47.3457173520733,26.036727504308622,9.32835243895315,47.7237990057929,123.8323900142838,163.2836676041077,106.93593964147708,44.17795989569644,43.02379696688773,40.15996080106572,59.35312360009006,86.43610398268333,20.103538232637824,0.0,44.01230481838412,56.84637386838847,99.86494161239328,32.4129325611124,0.0,32.4129325611124,32.4129325611124,30.161233348481755,133.3960765
Iso Week 292,52.08678543635968,41.63670134931896,98.6296334576544,860.5714517232399,16.438407068512955,16.55064765227326,8.087170955042932,107.77199811925944,352.32753002200144,28.747987100720117,62.50213714834073,24.86041318169831,21.70870236221337,52.43741673609936,106.18429533520036,111.85080652896951,80.11050783543917,35.703105814939995,67.44547567074929,58.10244290863047,87.6099502739629,163.40475693244397,26.774658104745,13.741383766593222,36.28176197309492,83.92691369376318,98.12111395649193,149.71281060004432,31.781007647545348,61.57231486177932,115.87186156362132,0.0,39.95990534
Iso Week 293,71.06241799667019,23.03930302291633,104.29811566831664,791.676002803589,71.57374484405223,0.0,16.469400139547194,144.1066042036305,363.49777507928354,45.74176074441768,33.63216343780285,51.02239575538525,21.830542492163016,62.30714993869908,110.52626079291362,154.08035185801282,93.58652992428443,46.99912103742484,58.80213675194408,45.84312385207704,119.3009597400944,139.42315283000863,30.18714375560234,13.070407528823475,40.885862053034295,69.77050951139613,99.14866786562264,29.10958431919,0.0,0.0,41.12143806823635,30.962164553868035,28.77088164
Iso Week 294,86.98666523224142,15.42698374929077,79.93441003283154,789.7662007375558,45.63698221787485,34.97055677826112,46.74579696403699,78.9704327959395,341.0565077892314,54.18922476641057,16.17124224309303,17.635457553201086,41.65699928842268,23.83717495441839,91.71009612465578,152.10648441485822,93.54061889508968,60.24023225046012,42.995050041091176,60.46153784163448,67.09430082534605,131.78096559155142,5.13517799235891,0.0,64.57092831254735,94.61258505327828,154.94094538833366,33.54095780420422,81.98556367320148,64.32178991123747,133.25648880880098,0.0,19.35154363
Iso Week 295,54.21189005881429,44.158327676353245,73.18717147528388,818.6795689242126,21.221146898237265,26.87215093009913,20.924773973663005,89.18871465836129,315.37071932213195,62.44496320553553,29.617577959782185,20.330438805306,53.98123342219355,27.762814525520977,123.57406337602616,181.31357771434256,174.34835154899923,53.2940991029236,79.9952937738437,23.387213121122954,92.2347306238827,161.81332487576336,45.27350908495584,20.975130545083,74.50646453055222,66.85812767431649,112.95187059170716,32.054755416156574,30.65273908534507,30.65273908534507,160.21385197749538,30.60180614372065,11.82824979
Iso Week 296,86.29086730621442,19.03341707386552,92.9850565848285,865.5676774580661,10.853315756864616,35.43956643332717,11.897570421331627,111.78406199873596,386.8600161449649,73.92598349215253,35.571853722387,41.5069974616418,30.04360022317943,51.48226871195557,105.35379024028668,139.34244238151274,147.566386847175,57.89598703989972,105.96961670146204,47.463177878708215,101.5587049214844,143.72432957739122,17.534456202144963,26.193956657212627,45.95840709426145,108.93571821499316,102.0371008848969,30.145650484309297,0.0,30.145650484309297,63.28917675187746,29.731989932112096,9.315309325
Iso Week 297,60.36104932097789,49.90783336306453,88.36546988312752,1043.4368083739591,61.0021493562139,0.0,25.932776541163317,114.08359695646456,389.32881246843925,72.70039411996358,33.08675327899828,55.74457697562245,29.644998098754662,65.62311999298804,121.89716330176172,150.08804332697292,155.90396480441427,30.698882383300308,112.5015539214144,67.80495232643192,70.66881534581444,135.2621702777847,18.30809834973912,16.935962053518978,73.59566761437051,94.78108688420116,106.42377433223513,0.0,0.0,0.0,58.905120065926845,28.504639567546416,7.736646681
Iso Week 298,51.83224599908236,27.03106700551896,79.43237331092816,821.8148886923883,44.78784838084027,43.16636877601076,15.75449138997253,132.56766284534783,265.8198381214782,44.06896796366836,31.77278583543958,35.46228235307428,43.37971787545678,55.22414793577458,146.45073357947135,150.19791888191432,157.58590825700873,64.27061582160971,113.68113061749774,97.0486898103107,79.68793944261654,161.1424901190585,8.249950092452925,26.13380429295275,65.59799793208495,75.96163981094095,91.6998103257274,28.480520826953857,29.63548970890109,58.11601053585495,141.44283339187805,60.28589337710235,9.389363032
