IsoWeeks,flu,flue,bronchitis,chest infection,colds,pleurisy,sinusitis,tonsilitis,Disease Rate
Iso Week 104,454.0763764353024,398.7044369631306,212.0885028417463,120.8442055355637,178.70182358644183,0.0,268.37988222281894,177.13199714471497,9.457565623
Iso Week 105,854.8185694258627,367.2955153964555,175.19042202949012,56.57150590983378,111.843009899889,119.55130842832745,55.70810208371461,117.35091912494684,7.486548107
Iso Week 106,919.0785917098624,282.68763091245154,113.12965259568422,166.44124116495135,307.4299439973896,59.97814155949455,0.0,221.24877976586347,11.76819609
Iso Week 107,1057.1006361386192,416.73376939617657,398.69268964666816,0.0,271.5990171265317,0.0,115.183050903877,146.02363029025696,13.85299119
Iso Week 108,1440.131296934271,522.2490751433169,165.81255515248282,158.38189369228888,210.1746976109287,59.54497497239414,241.7380967496668,160.56910780446148,12.34553195
Iso Week 109,4381.4049605470045,484.1500301843877,109.27808111359796,250.70005070701768,161.547360525419,112.02262625045228,156.06377043713954,162.01153031524208,11.84656458
Iso Week 110,6535.577371992067,314.65606144967035,153.99203496016267,297.06764707491715,102.74326214056552,101.01007393254449,0.0,152.65694149180595,18.8543882
Iso Week 111,4266.659081655059,714.7063794522854,51.37543938698003,233.0146997759428,207.4900159935575,112.43590458131791,199.2953937488205,57.09172272856751,24.77901769
Iso Week 112,2755.8767724255854,566.8150927484679,0.0,286.08197538304574,156.0102850861258,95.75503653098346,118.06912828317348,110.51767221008808,25.45052268
Iso Week 113,2471.309817372519,286.9417310887378,192.6029347976125,177.89551830224323,221.14493380663387,105.2019095829354,203.30160444355167,279.78972971970114,19.05226582
Iso Week 114,1680.233067616602,1532.204538792504,208.24281840092644,54.069418448587385,52.97654801740519,145.19232010637015,247.3939564402179,191.79538535025432,15.14868766
Iso Week 115,2583.316220944319,438.1321551360308,199.93082493802729,143.41113992770718,268.22987589682606,47.675664911047264,243.91420396049264,98.42475838311212,13.12247029
Iso Week 116,1765.5675975206418,447.5751479060568,222.11252008689647,122.05063108842045,152.22260584116512,48.06452246912551,269.0929726206118,53.55610480698533,14.59895213
Iso Week 117,1379.024712430143,509.1883997014904,299.65270885842665,221.34488985289624,96.91455466277878,94.36243455003832,276.20660770347564,265.9775809191337,14.63275856
Iso Week 118,1369.374640253953,353.3446790362647,406.1669102209939,208.5690322785825,230.7476942774969,143.84731539434938,327.9807194155314,220.802175165164,14.1383106
Iso Week 119,1149.7121059453125,221.16311363826065,249.29245611744403,49.304041741032144,146.908510384422,99.11309256152336,185.4365087114707,89.39147211204644,8.581085008
Iso Week 120,941.2491354797723,249.7814298281719,307.9253181086284,198.1171431461733,163.50278325711403,51.17657820405058,200.86818760596157,194.9261297086289,5.93100413
Iso Week 121,874.3485446610482,242.51358049471145,120.81711058214708,180.93839701596107,123.11468358783578,122.32709766754029,178.3668520260837,119.5350106288394,5.541403246
Iso Week 122,1119.1470137869749,92.76907371684852,314.0980430514659,292.83560039955347,267.1066416428753,92.80767921653788,74.74715551378279,249.72276830971893,5.423178775
Iso Week 123,1215.402394743202,406.316765440061,288.50753007298766,396.82558231474974,221.5955719271927,274.2959819732852,142.80647261627783,241.6628742876861,3.641317386
Iso Week 124,2529.506840469937,410.43940299337766,218.247745678727,90.21648639417552,415.08919678582464,236.217296057222,203.50743370806236,86.90972669136737,3.468731256
Iso Week 125,1927.704034840673,113.55485419768338,270.75179584225805,159.9303296695557,0.0,128.91760072685042,173.78446856359128,336.40162105493374,3.251398101
Iso Week 126,1242.988434234794,306.8928012240048,287.93843046713954,234.15083811914488,316.63288691296515,0.0,252.0783385855341,84.97300731731197,3.31541019
Iso Week 127,1407.4102274897257,489.8706395078458,248.9073775640302,86.47164630557052,235.72184680739048,126.5455318055848,160.20956948177454,157.57738995508058,2.164591184
Iso Week 128,1834.487316351241,330.4037941216215,193.1642617900457,197.66377210812485,294.1670527220436,90.5491543115974,242.9372332908793,150.7598291013531,2.598177988
Iso Week 129,1471.0359956725788,378.3500152991118,92.93686433189916,128.40838623330856,202.2870667058432,42.94710742469709,365.0930858525826,156.92155781937456,1.616049309
Iso Week 130,1757.6343594268274,255.66131725777385,186.03248636885988,290.31795512005255,227.1376276472523,91.34920229170775,286.1236191800209,137.20876360286255,2.037920334
Iso Week 131,4162.775576895578,699.6945208300842,148.88778496838725,160.70676140633458,128.12250556327362,216.20295478151732,256.128207724315,320.93506578589114,2.027418163
Iso Week 132,2378.596959138776,291.36455379384614,202.10280902682663,186.5648500860681,146.45250467174452,153.80739878826927,389.7019668992643,236.548792172256,1.225998416
Iso Week 133,1811.159264797862,337.3964468201687,280.3642034793939,46.8046667811896,150.93335766833928,87.04190413911299,60.59444665223548,266.2956336031693,2.151728887
Iso Week 134,1627.642091177568,313.543206489537,183.89333207344072,81.12330446389645,187.96316563476088,142.72932437583606,242.02640523021728,255.51519557296572,1.100304289
Iso Week 135,2008.581091608261,458.0930597568642,86.78584492996468,130.13634477909704,63.490173534310976,235.7010560147995,165.9455405493436,82.46579151772595,0.992976347
Iso Week 136,1897.8500522632603,281.7893808636555,242.55619548341727,257.7992791616494,100.59460805109256,87.09984967548816,180.60820021340584,45.38939680109343,1.221443213
Iso Week 137,1307.9777002800245,122.24292709801225,219.719451265278,187.00069962183352,0.0,201.87268994292512,235.7439838323624,103.6512856493207,1.570300679
Iso Week 138,2399.368751389377,374.1826140723414,171.8829495824841,86.69256558053998,244.4478033313852,115.78714914677929,131.21892871060794,130.9452442444045,1.858792596
Iso Week 139,2679.1130988800865,339.26051072059573,177.2851616250896,228.85706554864757,115.9722860893616,205.12435274523975,177.86725537047928,0.0,1.753294962
Iso Week 140,932.1692719719824,207.3751422156961,308.96697915022804,138.15098734389798,118.96597384440268,164.02562724619813,239.4657136281584,160.55353474050386,1.775953701
Iso Week 141,984.1092781677614,189.73919735550044,308.0099239527907,82.94371409590637,116.21218398417578,286.8633196754651,191.5618339701457,80.67174651748243,3.153350767
Iso Week 142,1064.8815446990068,207.61964862766283,222.4386334134571,191.1300317393136,261.5866570747056,85.72157328384353,109.52452281188252,269.8053183921867,3.210937561
Iso Week 143,812.5618174570265,338.9027821342726,40.96871146723974,197.6498247332902,148.96620825063715,56.53023241208852,256.7157561729149,46.09247571033645,2.28565831
Iso Week 144,966.7382764120456,124.90140935254502,39.73063597708487,58.98290830809087,118.9334536546515,211.5557791447725,103.86723407719076,364.2853035693496,3.686547308
Iso Week 145,739.042580528482,95.88510751623348,201.22477899105965,59.94062424032343,100.73811122950178,66.95779672119204,117.17450407463345,76.1301583692309,4.080663988
Iso Week 146,825.707610583253,170.98834090524412,156.13462665307244,0.0,117.03802190219338,80.99048025908996,102.21468787175422,102.45416376061188,4.925181773
Iso Week 147,809.7951324979613,263.28287988934164,159.36326335768126,83.77541509326849,112.98471100908245,41.75148466724973,83.48145742099798,125.49488339695492,5.749136432
Iso Week 148,676.0873672466777,153.44524377901044,67.72393094105107,158.51162480008026,317.5841135754775,83.39014107876658,235.58731452039925,206.3757339542712,4.236899533
Iso Week 149,833.0451280796325,223.35857820913787,289.2007661130666,118.53857694125682,126.35365512923627,85.41918680724105,84.8634118930571,167.59960641469948,4.899981785
Iso Week 150,479.9902092109738,123.59935851598324,39.24160388839914,0.0,186.0610143843321,201.2809708913824,202.12980514964232,216.02870664428937,5.226371202
Iso Week 151,637.7234030108209,253.56384641159724,122.88797984548476,38.546298360495655,84.51337278304875,38.32407449071143,199.28972804867345,84.5781947468856,6.210474017
Iso Week 152,322.79818779405844,347.1179571920521,146.4817211558159,186.2213244284403,79.31211110126353,147.77153044730463,78.32278166059525,149.51232789313102,5.03252004
Iso Week 153,454.6336191353599,237.4123159396401,163.9422786812071,79.90808213062878,0.0,114.45780627830834,122.77310385561545,159.5304368178357,4.633764133
Iso Week 154,563.7312628126003,224.96957952688356,0.0,82.56456062616778,69.20868990117611,0.0,123.781207554938,102.54862507970986,5.767635976
Iso Week 155,181.19321227801584,126.60927968950575,115.55129254311176,109.65238149368646,40.05352004160685,0.0,125.71809354115148,69.72355874457195,4.821742284
Iso Week 156,388.9478828644536,167.58313377670407,40.22326091200755,124.51981451645918,85.05556852633053,86.66322393364798,0.0,127.9754455481286,5.79059153
Iso Week 157,457.1574779317172,143.1907091727296,39.935574723670406,41.01570261500523,0.0,83.47491945748693,166.7783999285874,234.4983169778056,5.814019215
Iso Week 158,346.7863054541672,209.2250497304665,39.03981711360756,124.21418526026842,46.12252530752512,191.5831920535504,160.15226218293554,148.56871219844135,11.92695745
Iso Week 159,338.5731092617113,360.5286315933476,159.50003138418506,152.84924999273275,108.35881857630088,65.95001718803549,80.91132232763958,80.6602481172744,12.34800348
Iso Week 160,392.3766702771909,223.4806962270671,0.0,109.50649779521656,85.69883446425499,0.0,145.96978869096486,40.56295898254498,12.08301186
Iso Week 161,446.4650917240729,403.1569405690515,83.08045599898558,65.36547335376672,127.727098864394,0.0,40.6497796303782,40.7514464360441,11.40376115
Iso Week 162,413.9222046375579,193.5223879382297,40.66512261321463,80.40708191401283,58.45457727450343,180.5480153372916,109.56790442003889,133.191495843605,16.31684648
Iso Week 163,510.726551695845,405.72204924429167,42.30736905884236,217.73987488956544,158.37834919652758,38.2424262617331,141.18160697852795,135.70348791751482,24.22514048
Iso Week 164,452.0720881008363,484.18518130696833,0.0,81.1064791724207,120.0869897308906,37.72668532026528,155.22860682485728,157.34587012920434,28.71605829
Iso Week 165,624.2884507171503,324.84311385555395,155.7019680076426,152.10813601499763,73.0066227078648,37.16967018505829,195.72810292887075,212.09220217046573,25.79300543
Iso Week 166,620.8992949518789,201.4899032873172,108.77469574412508,73.56026058747783,128.92057970580527,134.4728325444051,71.46871739048838,152.0505360074292,18.83699171
Iso Week 167,550.5179910325121,219.85390757831792,183.2008984280293,35.67767371098801,291.07612960480776,38.85704414912413,107.73851160489842,88.12185697606697,12.86632412
Iso Week 168,794.8336629586134,396.9730437800617,265.7916296470106,253.6710564295191,200.07668694892203,35.24232515622621,0.0,203.3073616167042,7.674193901
Iso Week 169,922.6721651830966,356.61746531215795,33.28796192040543,193.7477820537799,213.1292015179096,71.56771512180298,156.79928739972397,141.4337352072874,6.934823447
Iso Week 170,1194.3101965810313,334.6118763049625,190.3778104916313,84.6481960314236,101.93753736391533,95.12222151872592,137.56036886527474,158.55288456233615,7.75487161
Iso Week 171,1216.333581783151,280.8692176656015,251.92248116480968,67.42781804428611,244.91718795630445,67.13771635105145,37.37199235475229,126.38254889617797,5.33410633
Iso Week 172,1024.2534726085312,341.4882322148423,105.81122764001852,156.16002181536322,112.04769066348808,35.3101713569936,267.9013770843848,125.11442868890413,4.189336527
Iso Week 173,994.217291410985,378.34050440354974,306.6079402224327,153.4311667885877,273.37235528934343,32.5152485688339,103.58660358211766,172.04649018299807,3.415783092
Iso Week 174,1058.0807452002773,207.29267922442108,286.8694609038726,80.80271344436669,194.54152713682672,32.69631349513099,65.05247647203319,193.1476371379017,3.578082979
Iso Week 175,997.6699081307517,383.2412300079412,129.55870032345192,120.35826322188773,151.68975839761833,0.0,212.76470465871245,153.61078678241006,3.165497305
Iso Week 176,774.4856992958639,325.1012255908976,144.41004139087474,113.20967912300674,110.10782031646713,85.25121636795494,110.99175043503736,161.36213908695194,2.750301211
Iso Week 177,977.179699361052,293.7582139600568,269.2980325735611,263.5646254580578,62.753149810714085,50.73663738615494,94.98026600758018,159.52007698281702,3.482448985
Iso Week 178,931.6788263287934,166.18985274579154,145.33284271608846,65.65198182235328,128.09399072313994,121.9233481539342,171.19405634814498,62.32291908598818,3.22732414
Iso Week 179,585.7623869941177,300.816679241122,286.8410311912284,218.13433234331245,67.72094510021186,192.5310606715275,67.4391804169076,99.90949918847794,2.142383906
Iso Week 180,822.1185139076211,178.7054056873676,177.0072848384901,147.33624311133514,143.13079116320316,160.05342996705,159.5317230298127,213.4563577646489,2.883287555
Iso Week 181,565.2702949130014,192.0354399968813,69.36481970222052,71.18748834570319,158.56961522233854,124.9860851414254,171.96174659641528,130.52931654773084,1.873939578
Iso Week 182,1033.4000342285792,427.58613402752025,230.1718579799482,0.0,66.34136791407045,0.0,87.39064511415295,39.49984826169442,2.610940153
Iso Week 183,625.2773310884114,359.8066871499992,389.84130916179066,177.22399518219478,162.86700780774638,148.085551712753,320.4443712213293,99.02893450344708,2.582600606
Iso Week 184,818.8753508591744,415.6450907363304,182.34462463479457,155.4607758738302,284.2452553023339,143.05847611777662,119.47398542451522,45.93536222349275,2.379495371
Iso Week 185,903.2806131327596,358.68224164340467,191.7516293235671,163.2226275262233,59.9045069704779,174.74507980053767,235.66758939919063,161.19618010594402,2.248547073
Iso Week 186,710.1249251362187,318.7244236312236,200.5427561452182,240.0611035554065,84.03755911188749,172.20428659884016,88.25180171294599,111.75091355837652,1.675637436
Iso Week 187,884.6578915444873,384.98705524063297,185.29846524666723,140.85122113516445,201.87566166956057,84.37170105580833,200.31085095761335,157.83168255132674,2.455372302
Iso Week 188,814.2748911920526,325.3692107798674,183.9352887114572,292.7957932293372,244.22307050549355,146.79826925920534,304.2977243718754,116.2454567509726,2.084229986
Iso Week 189,2439.365821889919,278.3335097013938,189.21209078814397,256.6662956410637,175.08838549590453,146.68974295506354,244.2461950320257,231.22089184277652,1.834747924
Iso Week 190,1858.8892104737304,362.5551674152716,232.8243996105655,131.04132109551213,126.58707345602949,129.87039644322078,256.69862520307123,177.29445605309544,1.762539938
Iso Week 191,981.3979118256236,351.00745835793816,146.11601603808506,116.42384933989533,281.5333712710949,176.64402579280895,178.3017940313526,178.75521918196156,2.415105117
Iso Week 192,1123.7543814207274,214.4926722076941,154.1222241423325,258.17015558314256,240.26829140968871,56.38391863047055,172.2599708712644,229.0880086221432,1.300021017
Iso Week 193,865.2401005076734,316.1310011286778,151.28471670909366,263.25695605320925,86.68250556340374,125.36098143760232,150.13491830221332,136.19533132980288,1.75602623
Iso Week 194,904.4754302564272,297.0513451865128,216.3199125472528,164.43789303064895,131.81707734157905,206.63908119234517,55.15118338043177,54.25132912202183,2.405940791
Iso Week 195,634.5813894184719,222.50853922034057,233.91106091063912,149.87003854971866,109.3863608271993,182.6452352145637,193.15675982250104,211.0649620344083,2.640155909
Iso Week 196,465.987141994468,246.6706004400294,200.67254768225413,175.2432276573109,146.09325674865434,114.70644962431211,179.74826751500186,169.23261685588747,3.507733223
Iso Week 197,582.2416852424686,278.29328104720395,167.96223228355922,152.6812021690732,177.46891585239587,125.16684744722878,112.80952727192668,112.26686050666832,4.396832212
Iso Week 198,529.0510193331232,207.195309759425,107.21002030852496,131.98697279021832,102.43689390041034,127.33484831498122,186.84641301575348,127.0906259692714,4.553550539
Iso Week 199,641.6771514592702,364.6314433325568,112.95430719286932,139.3371963961175,218.7506285765514,76.79702763511717,206.99614686795397,168.31928222150287,6.07976335
Iso Week 200,349.8591649030344,281.8889393251365,103.59712091350475,283.87486164538615,119.5320570822614,60.38854996454391,159.16185799346005,57.89765464243588,5.549465105
Iso Week 201,575.7284476512486,287.9994002210361,164.5426279116661,134.73539375904502,108.3137213256326,135.9224821785085,154.68351687996716,197.7775944561149,6.79523317
Iso Week 202,540.159842105659,282.308343821334,144.8750539990209,133.05974318230952,63.06733933821444,95.21490367617626,176.1718062496067,172.92359054805462,6.560318313
Iso Week 203,635.8034423247167,232.8067540480752,81.99738863423708,109.71726091813989,65.85020453250156,25.77705496299285,239.8036529721772,148.66385106513795,6.521844357
Iso Week 204,344.1479799880121,266.41463992139603,80.5285715535414,126.24652320033164,149.13471896455547,27.19777284389397,87.67573416912867,92.00863291574744,7.321326358
Iso Week 205,535.4740120209842,191.7366390481333,104.97839287620972,93.90652987666974,83.63045674441135,145.28662829080582,59.517717381309794,182.57499086025916,9.631991667
Iso Week 206,396.5908455985333,173.34517543488306,128.88436612001263,161.1859706636807,47.84957245070719,102.31232029723924,123.3344116550973,122.96408110627992,9.764789989
Iso Week 207,449.9654100158731,259.53768630606004,127.51690073340228,162.70163434265487,112.52984975893108,53.14862577327028,108.85348345076196,91.28765805575378,10.69958356
Iso Week 208,712.0356279773565,274.693879531863,151.2236977157338,212.77951426344333,145.9930469710858,173.9638996568542,94.79214328521684,195.61474965204903,12.41338091
Iso Week 209,411.5517251483355,280.50559316914087,48.025041113357645,163.422735732571,114.48533927171056,199.35680298732456,240.01175457735144,240.7703639252222,15.76998103
Iso Week 210,399.2759593785962,251.98016831099204,51.8715296964155,63.4530455270524,76.64777076368159,70.08295718624191,128.3278441545665,139.19785572348388,18.99606538
Iso Week 211,270.4227751693108,184.04509261355904,108.6025296053401,0.0,148.97135950236617,39.738140906368585,171.94440010052833,112.70837481853256,20.15652691
Iso Week 212,210.47825274733336,255.3313665110597,114.67418630268382,210.23852389076464,101.25919772536788,89.67281221411183,84.06217228543377,161.2027969332767,12.04430057
Iso Week 213,279.3989618687816,288.8118126018297,128.18450144548564,23.843274758030628,98.04853842379194,50.54138637308439,134.67789437494125,184.21382275552477,8.847058533
Iso Week 214,379.4546049180848,265.2111603532157,105.85410797892156,77.01828245637569,82.59119361758823,83.12128147246355,105.72482255708658,99.3093738502433,8.108676537
Iso Week 215,459.9662424269371,278.81608062397794,74.10180496139394,63.253799210453,61.95398151801181,65.41929821205949,152.07942364450096,213.7013169365131,8.455096854
Iso Week 216,301.40347925266786,219.820254569092,63.789791064715686,88.79692302994992,78.3873761596694,61.57523900779992,85.77238515800174,163.60756650211755,7.890366938
Iso Week 217,280.23885948565425,201.40284942246092,140.1197555510833,76.12383389488855,127.59643935902886,141.74221834049837,112.46190230047796,64.4432640942511,8.021884513
Iso Week 218,409.8770890021039,332.66385243451936,101.08639757165017,187.6975580376813,53.23944576316324,25.338757623799705,212.50479431825107,155.41181131519366,9.96691287
Iso Week 219,302.2385034505197,260.47278694980565,98.2824149035033,53.38236315837873,55.27604117608951,52.65049105622367,97.77138062103064,79.11367678912522,8.38293235
Iso Week 220,323.71278166594,160.74069640401044,27.148932350022896,104.82892111446796,26.590239046322196,95.13346770248113,148.86418986758514,232.9877503187431,9.336425068
Iso Week 221,384.89965026044536,265.59195133304735,89.76500252456334,126.64204116086673,0.0,87.34592064062879,114.07589081527888,137.67915261704903,7.300058248
Iso Week 222,402.075749630028,280.0247627718041,111.25286858349465,100.34583765315094,76.55751482718604,50.76945108507108,160.19197396877877,50.71534550326742,10.04087707
Iso Week 223,362.6351483152016,304.02687087776496,59.42637107181334,109.25693885246072,132.0688338976359,28.899395034251405,194.08310018701732,88.73485353491643,10.69251519
Iso Week 224,355.66982371187345,277.6824898794434,72.7785611105674,107.35740596914482,48.39096162289103,51.37193159131802,160.81528179048885,144.61960311915348,7.607616282
Iso Week 225,420.6349100939378,248.32787135592437,121.44330462686467,138.14545460058574,71.31040683765605,50.08826570168078,88.16754957201614,51.70511746936217,8.544140264
Iso Week 226,336.4648529827958,206.54303970931295,153.3862061911828,97.75379017255024,87.73149350603633,24.238225806431707,86.17347707349761,50.23616406661058,7.120714157
Iso Week 227,502.79388370248654,187.692702569799,131.86677656041348,106.2781075052802,167.26666454166306,129.86420560068703,153.52106491301376,106.34226974837382,4.760891806
Iso Week 228,765.7105802369941,398.7151800381112,80.70737520755974,148.34830527186838,129.28376870949992,68.89561499033054,67.35645838857702,94.41408678270034,3.797710033
Iso Week 229,880.9949707671049,336.20822846355634,222.8326560362665,134.23780981286902,177.47247779499077,135.53270022423817,76.69622844480818,110.23988806531948,3.06803236
Iso Week 230,791.0649518909185,245.73605664991365,123.6595419419646,131.1596983081106,117.07172264597251,103.19108372359938,146.9533649188026,75.5846121438859,3.083366652
Iso Week 231,779.14766592858,307.067667088526,89.34334938917573,207.58309568262305,145.17926557143264,120.60349209756852,153.30160876368527,45.69989909011992,2.437809913
Iso Week 232,787.594491459133,194.8419985335406,173.31441928137278,123.8900817901921,114.52469289255536,82.42077697490338,150.21251581327542,175.11563781538877,2.932764849
Iso Week 233,1040.6168391543051,331.5335457943098,117.66075089964107,154.42568398332944,170.4333347840025,99.11218440826326,63.06459389510826,177.13993060192462,2.07827784
Iso Week 234,1045.5603345227714,296.98789635048564,243.3990712880797,121.57446251659914,108.86285384482858,87.32798405959728,164.86910713197793,154.58033926273933,2.500557624
Iso Week 235,952.2771027846136,343.08417855830675,113.70428122822366,210.48995460329704,86.38028986998413,41.96485504360529,73.51357281142269,169.11063547703924,2.661793074
Iso Week 236,1278.6246145622847,374.7323525150378,118.82003792478766,140.6686450209341,163.69302507284854,74.92218481622594,183.1000110985136,168.6179055194927,2.239087755
Iso Week 237,1049.5515930921722,248.1576987423892,127.54665009093324,199.2585925262377,257.2081152243736,80.7410946730754,126.90759199685536,113.94176279054872,2.105181004
Iso Week 238,909.431149109479,271.11037153029685,122.14056699941705,267.3571418914572,136.00142111751674,61.81730573181501,187.24126800433405,63.50129772948144,2.271713033
Iso Week 239,782.1238876047627,267.01002677013844,168.2667518750149,168.71885058780157,298.3738192877289,134.49048227714653,151.69251307377291,64.4482736383694,1.933889479
Iso Week 240,740.1716652173446,310.3128661570482,209.30225794956445,245.35469969881237,197.2050555553796,85.71857915775122,218.40828953051627,181.5759214692409,2.006054169
Iso Week 241,924.0330128388532,408.9254451734941,179.870531074698,218.6880225439997,190.42061496737253,125.61777412391132,128.3592897081625,78.3025461501045,1.402968369
Iso Week 242,1177.6616623331695,261.6591737119383,204.03567702047937,132.80651797479786,338.6215780996948,68.9952526222201,124.60682563038344,81.46148796761632,1.716475591
Iso Week 243,1169.2850869816364,121.65667135342936,111.10981844021336,425.0021983010554,607.1436090140468,152.69463688136057,199.3821644890481,110.33841183933714,1.46431261
Iso Week 244,1176.2055069809946,248.63642870348875,161.19793557027143,378.52795099275335,279.378574963581,177.25663111370346,160.37854991702915,210.087793785226,1.610294722
Iso Week 245,1130.1092620542984,279.46855345158286,200.3646289196617,174.6614435740669,241.69197462199892,150.04579421320904,214.82667830569463,126.63453126940333,2.182656095
Iso Week 246,838.3867129701948,290.7405979106412,169.56017552080658,128.81167498013295,130.53332606115725,135.0895598145501,164.98040066372374,107.97349955140808,1.817229307
Iso Week 247,571.6969841438831,213.1170459178309,96.32128073723317,137.3932264430507,130.47075430630983,105.69861077836508,149.4565930840253,79.05766183488092,2.289894695
Iso Week 248,575.2420024465757,168.63753075924367,154.5398977717788,159.51643307953393,96.25071572243344,71.08743571898972,163.5587012305064,111.11821577429238,3.53872562
Iso Week 249,600.8733851863028,153.96726476404206,120.14471051775824,130.23547045820132,129.7622008658375,58.87639281547814,124.82397296597831,117.19131752367905,3.904386999
Iso Week 250,579.8323729877109,287.93583270787025,109.0230121928454,158.40128290911466,118.06030145412755,119.88139426685676,114.2882400314172,120.65693554606852,4.717868978
Iso Week 251,512.0711907132587,183.21503884617965,168.0232155601156,195.66176297357373,110.61903515846886,104.0576961369453,144.0721337786702,131.29866748419565,5.495204568
Iso Week 252,635.0164953208784,262.77026715847524,150.50823756872543,151.34620824459293,129.71085942200585,96.05518476996822,136.6669076941119,112.47891573636086,5.201043268
Iso Week 253,541.7112818052748,270.3477279820768,119.66053932229012,127.2585845770701,122.4120254600133,91.84407453257832,145.8316712286388,109.86212239511956,4.724316255
Iso Week 254,592.2324328589781,178.2646199006847,147.3765571989226,122.33566131426416,105.507194867902,104.49646809463752,156.03853471734132,136.69459618442465,7.16353115
Iso Week 255,601.5237334277723,238.15489639193396,116.40945113188188,156.90102024086497,99.8143969028152,129.39195100072794,158.0515977704051,136.29523525361984,7.266026531
Iso Week 256,686.7479077442433,167.60708962404945,108.12954758339978,147.82309565864125,147.92319621949514,120.80594001276938,135.60990689115368,121.08387446009594,10.03761882
Iso Week 257,531.1336431662753,244.05815992415847,167.573842489762,116.77399337718944,103.10927364875218,78.97576391515459,107.64665557801784,123.10630214763437,12.99126338
Iso Week 258,442.7082048760568,218.65020167017377,117.1716958822451,112.86035432202672,166.95791910332608,44.82241962804768,200.6304242107429,208.3814223896642,15.77498444
Iso Week 259,576.6712093102592,208.57045029000776,121.80440937600906,195.78318370938857,135.20003505710568,94.92392189695384,171.5315533043601,158.2493376547774,25.17858323
Iso Week 260,555.9118752300543,167.26784270005444,165.65570428969065,169.71579970432586,119.93318956271952,89.44253102995533,118.94578552928316,74.54968179670296,42.75663322
Iso Week 261,394.607591475462,163.64561121655075,167.0169276223773,141.58960187260797,133.06321962209697,116.6893328053907,164.03272693246916,95.0646347682672,27.77643284
Iso Week 262,487.1699455378957,186.27349130157012,131.64179303067684,128.07347330495028,93.33713400497425,89.73353732062408,162.0812246043915,106.9485286207035,36.42626985
Iso Week 263,403.6426500679416,156.63597760438,154.0193164705308,126.35399154098262,103.48627832449642,105.648849309999,142.02734857563254,155.69409799389183,31.91298294
Iso Week 264,424.773097047595,183.0446592688565,126.62814337233056,136.79044452472027,58.04770293767636,42.07307036223551,93.06122399345834,148.39530390748686,21.27192071
Iso Week 265,393.1598021997969,137.5495707030052,115.397873359964,108.68316374774368,137.74901504876266,105.58399437955848,126.67590903143288,104.75710052686728,12.54340446
Iso Week 266,329.2443454465724,133.99412464017513,102.96173803206398,154.509062680691,115.30973985755725,56.55540117114976,139.4346969642544,122.2275817944112,8.16324122
Iso Week 267,270.1336123698221,142.32950168424728,76.95975059372677,111.65617228875529,119.88854598835484,53.51869476903507,155.43920043072566,113.71645902857374,6.474452972
Iso Week 268,320.84511657658913,128.80159820744868,103.5642063729274,105.2619788539195,77.5856220810243,55.12526068077229,97.6032025498154,105.39522322983896,6.1135242
Iso Week 269,335.32648874803454,126.47302311556813,56.66354508141565,111.66064664648503,95.68990689128836,50.288539158197615,88.8909584124879,87.38687609677883,5.847065957
Iso Week 270,485.01518090241854,160.0806602467871,80.19502957593613,150.05256961797278,113.44972150862112,71.2535567794054,143.9753401813112,107.95195009286896,5.518325143
Iso Week 271,304.02510022486285,214.25404599106247,99.38581701472154,106.38775667501623,102.48206976297452,85.3986330218825,113.86012855878664,138.5040927312593,5.183901394
Iso Week 272,332.96980911789194,168.09240117451716,113.6797641850819,130.19462749242246,65.4376048520056,46.24961816246668,140.4216269698047,116.01069804781498,4.529113139
Iso Week 273,370.76352713720735,206.9230799386615,86.17840273516516,88.82417202927239,130.40209896833477,94.6330170500283,139.45653167001575,71.0939239460723,4.086424343
Iso Week 274,306.8179483329131,223.49048056379272,81.86761836534062,80.20920713051787,108.37711833981378,46.91446221735358,122.85033633177542,97.73208287959172,4.093592668
Iso Week 275,287.82962051554927,187.6546431410691,89.32348531866305,132.11210657849037,98.243534421209,46.693634304485165,151.2480279744474,121.1468115812831,3.391984285
Iso Week 276,232.950284046346,197.74949493872492,114.01727767493666,75.41188841730339,75.26031257088653,93.88624009798863,162.91849023674854,83.84944040711002,2.450213449
Iso Week 277,184.73200954789996,222.6088804701901,88.76316311528016,132.34296761582252,72.4493057133545,74.74812606192208,139.65438958190504,130.10128992899158,2.158082636
Iso Week 278,328.7848332514147,224.1850277462156,97.47271262190904,66.84456286321247,101.19935120507456,45.36960312060863,126.72275370507025,127.88075006715589,2.891438653
Iso Week 279,277.4984567721767,178.5621067484705,71.74247288731513,117.52541247523378,98.364715385579,41.22020320740374,88.93691183880067,104.15252661115883,8.358623204
Iso Week 280,252.9960258116072,239.06554338266628,41.25992693806382,111.63958306842322,83.5517990153846,76.0042237318441,136.02934308694438,76.1271343653193,8.105215963
Iso Week 281,337.49399923215515,207.18949029603357,113.19562413699084,150.56493137548273,81.04468401809332,56.68796284089434,98.2173676892868,141.09026351324505,7.355233248
Iso Week 282,293.9136185031068,279.2394571687004,57.47014134986663,103.75612660845316,50.09411217642084,107.80421253047098,108.38331274447398,76.42835361490769,5.795805068
Iso Week 283,307.3148526689519,211.97559411223912,77.36989524933303,122.80186090902666,87.24277686291596,75.54124477768903,158.6888831769156,101.03396354630164,3.329982208
