IsoWeeks,cold flu,flu,flu symptoms,flue,bronchitis,chest infection,colds,laryngitis,pleurisy,sinusitis,gastric flu,sinuses,tonsilitis,Disease Rate
Iso Week 207,27.781462558797426,449.9654100158731,28.386901532196028,259.53768630606004,127.51690073340228,162.70163434265487,112.52984975893108,76.23174784113255,53.14862577327028,108.85348345076196,53.49397221730743,132.63499475695332,91.28765805575378,10.69958356
Iso Week 208,25.32666372927224,712.0356279773565,73.29180229304896,274.693879531863,151.2236977157338,212.77951426344333,145.9930469710858,24.918708963551342,173.9638996568542,94.79214328521684,50.53879288899781,0.0,195.61474965204903,12.41338091
Iso Week 209,138.85548524412008,411.5517251483355,86.20180624324946,280.50559316914087,48.025041113357645,163.422735732571,114.48533927171056,24.38363221503064,199.35680298732456,240.01175457735144,37.9337671930652,89.18936970970059,240.7703639252222,15.76998103
Iso Week 210,27.4343749680003,399.2759593785962,163.9590420249038,251.98016831099204,51.8715296964155,63.4530455270524,76.64777076368159,98.40888083062214,70.08295718624191,128.3278441545665,62.81815732577153,0.0,139.19785572348388,18.99606538
Iso Week 211,24.47163251631256,270.4227751693108,48.69191796704636,184.04509261355904,108.6025296053401,0.0,148.97135950236617,47.68537874545636,39.738140906368585,171.94440010052833,37.17960749134595,89.16025232400196,112.70837481853256,20.15652691
Iso Week 212,49.49107955492269,210.47825274733336,49.96982160763842,255.3313665110597,114.67418630268382,210.23852389076464,101.25919772536788,0.0,89.67281221411183,84.06217228543377,24.405477003451345,0.0,161.2027969332767,12.04430057
Iso Week 213,49.09424034566099,279.3989618687816,131.65222137244584,288.8118126018297,128.18450144548564,23.843274758030628,98.04853842379194,87.51415684663264,50.54138637308439,134.67789437494125,0.0,87.71137530303885,184.21382275552477,8.847058533
Iso Week 214,109.26670778611016,379.4546049180848,34.74081097281419,265.2111603532157,105.85410797892156,77.01828245637569,82.59119361758823,23.296084119554877,83.12128147246355,105.72482255708658,0.0,47.01666489987503,99.3093738502433,8.108676537
Iso Week 215,73.66773860452167,459.9662424269371,139.77404979468866,278.81608062397794,74.10180496139394,63.253799210453,61.95398151801181,38.19704965577122,65.41929821205949,152.07942364450096,37.70028624024581,0.0,213.7013169365131,8.455096854
Iso Week 216,48.97495930101339,301.40347925266786,25.228913059418744,219.820254569092,63.789791064715686,88.79692302994992,78.3873761596694,64.38059530613909,61.57523900779992,85.77238515800174,82.6448268098156,24.247983752428944,163.60756650211755,7.890366938
Iso Week 217,26.301848717800112,280.23885948565425,102.40795703313648,201.40284942246092,140.1197555510833,76.12383389488855,127.59643935902886,74.30069383186836,141.74221834049837,112.46190230047796,62.78229686830252,24.216419142625604,64.4432640942511,8.021884513
Iso Week 218,78.99195654108834,409.8770890021039,131.36558095483417,332.66385243451936,101.08639757165017,187.6975580376813,53.23944576316324,28.192055645354383,25.338757623799705,212.50479431825107,50.329917286807394,64.57581490370494,155.41181131519366,9.96691287
Iso Week 219,55.465099953399736,302.2385034505197,55.298996266577205,260.47278694980565,98.2824149035033,53.38236315837873,55.27604117608951,52.759638679963246,52.65049105622367,97.77138062103064,0.0,0.0,79.11367678912522,8.38293235
Iso Week 220,0.0,323.71278166594,29.436348323739484,160.74069640401044,27.148932350022896,104.82892111446796,26.590239046322196,77.28771938697231,95.13346770248113,148.86418986758514,56.6579365986646,51.123395914490025,232.9877503187431,9.336425068
Iso Week 221,0.0,384.89965026044536,79.0425781245978,265.59195133304735,89.76500252456334,126.64204116086673,0.0,85.0783523633684,87.34592064062879,114.07589081527888,0.0,110.0289265578226,137.67915261704903,7.300058248
Iso Week 222,49.74390099065869,402.075749630028,26.724398953561863,280.0247627718041,111.25286858349465,100.34583765315094,76.55751482718604,87.96430475655357,50.76945108507108,160.19197396877877,49.38352582027902,25.027154023508817,50.71534550326742,10.04087707
Iso Week 223,24.508392343686783,362.6351483152016,118.57473853932954,304.02687087776496,59.42637107181334,109.25693885246072,132.0688338976359,0.0,28.899395034251405,194.08310018701732,87.79199852444916,24.827960652002425,88.73485353491643,10.69251519
Iso Week 224,24.48158847709332,355.66982371187345,25.14146469624468,277.6824898794434,72.7785611105674,107.35740596914482,48.39096162289103,0.0,51.37193159131802,160.81528179048885,0.0,65.3923510230762,144.61960311915348,7.607616282
Iso Week 225,38.16575428236713,420.6349100939378,34.5575309676004,248.32787135592437,121.44330462686467,138.14545460058574,71.31040683765605,0.0,50.08826570168078,88.16754957201614,34.68717574888411,108.39735845772654,51.70511746936217,8.544140264
Iso Week 226,33.226749031375434,336.4648529827958,99.52245686027098,206.54303970931295,153.3862061911828,97.75379017255024,87.73149350603633,98.3213627412426,24.238225806431707,86.17347707349761,26.03241678934336,142.85218194040763,50.23616406661058,7.120714157
Iso Week 227,91.7353477260286,502.79388370248654,47.80865766029808,187.692702569799,131.86677656041348,106.2781075052802,167.26666454166306,69.29146346062895,129.86420560068703,153.52106491301376,23.51950813281296,58.91340772050301,106.34226974837382,4.760891806
Iso Week 228,127.30251296059338,765.7105802369941,72.52648500881425,398.7151800381112,80.70737520755974,148.34830527186838,129.28376870949992,44.586151812099104,68.89561499033054,67.35645838857702,54.77475048470448,71.70035733567202,94.41408678270034,3.797710033
Iso Week 229,45.43775330887541,880.9949707671049,87.69511301004287,336.20822846355634,222.8326560362665,134.23780981286902,177.47247779499077,67.19037882957254,135.53270022423817,76.69622844480818,89.19621381109287,77.16011787228392,110.23988806531948,3.06803236
Iso Week 230,143.78063283889773,791.0649518909185,90.22985955235433,245.73605664991365,123.6595419419646,131.1596983081106,117.07172264597251,99.7824203371442,103.19108372359938,146.9533649188026,46.22474691191849,42.69996426052735,75.5846121438859,3.083366652
Iso Week 231,44.007097093019,779.14766592858,46.89706313433466,307.067667088526,89.34334938917573,207.58309568262305,145.17926557143264,83.28903438882215,120.60349209756852,153.30160876368527,22.433804283027197,76.48534129280542,45.69989909011992,2.437809913
Iso Week 232,121.07620315170205,787.594491459133,124.17391390330972,194.8419985335406,173.31441928137278,123.8900817901921,114.52469289255536,56.06511849004009,82.42077697490338,150.21251581327542,76.74212807480397,79.69642563680402,175.11563781538877,2.932764849
Iso Week 233,134.18873291663843,1040.6168391543051,103.6194776361011,331.5335457943098,117.66075089964107,154.42568398332944,170.4333347840025,78.10385337765352,99.11218440826326,63.06459389510826,47.60242731364088,74.31707359275154,177.13993060192462,2.07827784
Iso Week 234,97.93480316731068,1045.5603345227714,122.02202757534717,296.98789635048564,243.3990712880797,121.57446251659914,108.86285384482858,44.12816073197789,87.32798405959728,164.86910713197793,64.10292625423914,22.289369504496644,154.58033926273933,2.500557624
Iso Week 235,83.93566811699922,952.2771027846136,42.763817428027046,343.08417855830675,113.70428122822366,210.48995460329704,86.38028986998413,63.39624600239277,41.96485504360529,73.51357281142269,64.47381107011613,159.27763135602004,169.11063547703924,2.661793074
Iso Week 236,106.42520447901758,1278.6246145622847,153.00138834207175,374.7323525150378,118.82003792478766,140.6686450209341,163.69302507284854,144.33196505959134,74.92218481622594,183.1000110985136,62.971469963597606,92.39351005045032,168.6179055194927,2.239087755
Iso Week 237,112.71829431940502,1049.5515930921722,125.01776972179474,248.1576987423892,127.54665009093324,199.2585925262377,257.2081152243736,41.421065309888654,80.7410946730754,126.90759199685536,92.3637958086018,44.929943061754365,113.94176279054872,2.105181004
Iso Week 238,176.15905652636255,909.431149109479,115.31481454394032,271.11037153029685,122.14056699941705,267.3571418914572,136.00142111751674,98.13233444998458,61.81730573181501,187.24126800433405,44.50388561268876,62.03431405195022,63.50129772948144,2.271713033
Iso Week 239,165.72702422795874,782.1238876047627,76.04459648304594,267.01002677013844,168.2667518750149,168.71885058780157,298.3738192877289,96.90915310985297,134.49048227714653,151.69251307377291,88.48359869427168,133.9617933393853,64.4482736383694,1.933889479
Iso Week 240,52.21697010340878,740.1716652173446,74.26437659264779,310.3128661570482,209.30225794956445,245.35469969881237,197.2050555553796,41.37707425896304,85.71857915775122,218.40828953051627,41.51459674993934,21.056268491488133,181.5759214692409,2.006054169
Iso Week 241,167.36342786146398,924.0330128388532,167.84493419417558,408.9254451734941,179.870531074698,218.6880225439997,190.42061496737253,55.51752485504077,125.61777412391132,128.3592897081625,92.2218807057402,64.31276987802076,78.3025461501045,1.402968369
Iso Week 242,148.41606218200266,1177.6616623331695,252.3235630677492,261.6591737119383,204.03567702047937,132.80651797479786,338.6215780996948,48.693714957056365,68.9952526222201,124.60682563038344,139.6779767935031,111.44063706819948,81.46148796761632,1.716475591
Iso Week 243,282.06560250072994,1169.2850869816364,366.9524145562277,121.65667135342936,111.10981844021336,425.0021983010554,607.1436090140468,58.595306214270906,152.69463688136057,199.3821644890481,80.99926176364423,40.3331922329643,110.33841183933714,1.46431261
Iso Week 244,174.51809290409233,1176.2055069809946,319.4418125899596,248.63642870348875,161.19793557027143,378.52795099275335,279.378574963581,70.69553720733825,177.25663111370346,160.37854991702915,147.42392930336837,115.8518697560872,210.087793785226,1.610294722
Iso Week 245,157.2000030165084,1130.1092620542984,154.26821756779867,279.46855345158286,200.3646289196617,174.6614435740669,241.69197462199892,105.94211464595388,150.04579421320904,214.82667830569463,104.57924702271266,65.36250026028259,126.63453126940333,2.182656095
Iso Week 246,116.85409527275267,838.3867129701948,126.23754985978776,290.7405979106412,169.56017552080658,128.81167498013295,130.53332606115725,47.1964690541132,135.0895598145501,164.98040066372374,37.73795833135887,115.0109687629262,107.97349955140808,1.817229307
Iso Week 247,91.91381162628493,571.6969841438831,83.28170591769928,213.1170459178309,96.32128073723317,137.3932264430507,130.47075430630983,98.97280736339428,105.69861077836508,149.4565930840253,16.051220368234343,105.15037443063008,79.05766183488092,2.289894695
Iso Week 248,61.34037398479763,575.2420024465757,164.30310938958397,168.63753075924367,154.5398977717788,159.51643307953393,96.25071572243344,70.30911013677927,71.08743571898972,163.5587012305064,24.18858428358431,87.07880238359394,111.11821577429238,3.53872562
Iso Week 249,93.48189318197969,600.8733851863028,82.912916508095,153.96726476404206,120.14471051775824,130.23547045820132,129.7622008658375,98.08747091565162,58.87639281547814,124.82397296597831,11.397526586166167,89.24309458959227,117.19131752367905,3.904386999
Iso Week 250,61.36432792962892,579.8323729877109,98.61574485220572,287.93583270787025,109.0230121928454,158.40128290911466,118.06030145412755,58.30965887544254,119.88139426685676,114.2882400314172,40.130949308859535,117.72145239576729,120.65693554606852,4.717868978
Iso Week 251,58.26099141009012,512.0711907132587,57.590111335976495,183.21503884617965,168.0232155601156,195.66176297357373,110.61903515846886,110.4270376264627,104.0576961369453,144.0721337786702,26.489639773320512,79.63887127509842,131.29866748419565,5.495204568
Iso Week 252,77.4903867580422,635.0164953208784,48.01277897271499,262.77026715847524,150.50823756872543,151.34620824459293,129.71085942200585,94.71642855170316,96.05518476996822,136.6669076941119,12.040058466917284,94.13061477487524,112.47891573636086,5.201043268
Iso Week 253,60.63567114339836,541.7112818052748,98.5344041904509,270.3477279820768,119.66053932229012,127.2585845770701,122.4120254600133,67.72409380121438,91.84407453257832,145.8316712286388,35.56295815138874,86.54825029274707,109.86212239511956,4.724316255
Iso Week 254,74.82715736214648,592.2324328589781,94.66804257391615,178.2646199006847,147.3765571989226,122.33566131426416,105.507194867902,90.02843080906008,104.49646809463752,156.03853471734132,60.25264210006559,61.6597262959038,136.69459618442465,7.16353115
Iso Week 255,61.16546561512168,601.5237334277723,65.37705792997602,238.15489639193396,116.40945113188188,156.90102024086497,99.8143969028152,66.216046430621,129.39195100072794,158.0515977704051,60.53429028212647,65.82348043490957,136.29523525361984,7.266026531
Iso Week 256,77.08113207103565,686.7479077442433,103.20293440645632,167.60708962404945,108.12954758339978,147.82309565864125,147.92319621949514,82.79060110139814,120.80594001276938,135.60990689115368,76.08671956835158,98.20108220985136,121.08387446009594,10.03761882
Iso Week 257,70.89837856747546,531.1336431662753,91.22437761349498,244.05815992415847,167.573842489762,116.77399337718944,103.10927364875218,41.2298840917152,78.97576391515459,107.64665557801784,49.4210439229852,84.05837223315132,123.10630214763437,12.99126338
Iso Week 258,65.70706850948439,442.7082048760568,80.55522183411958,218.65020167017377,117.1716958822451,112.86035432202672,166.95791910332608,88.04377289818724,44.82241962804768,200.6304242107429,65.56642680586053,78.7735103169144,208.3814223896642,15.77498444
Iso Week 259,48.68751018122981,576.6712093102592,122.5006547499418,208.57045029000776,121.80440937600906,195.78318370938857,135.20003505710568,98.76172224780942,94.92392189695384,171.5315533043601,61.35005598613902,61.94075163417673,158.2493376547774,25.17858323
Iso Week 260,88.72667585305501,555.9118752300543,86.50186673125742,167.26784270005444,165.65570428969065,169.71579970432586,119.93318956271952,51.67905375001617,89.44253102995533,118.94578552928316,59.71818193173459,71.5076379986441,74.54968179670296,42.75663322
Iso Week 261,56.27642809625253,394.607591475462,28.955909421809867,163.64561121655075,167.0169276223773,141.58960187260797,133.06321962209697,120.6669662014802,116.6893328053907,164.03272693246916,43.58187812454397,85.82661410888844,95.0646347682672,27.77643284
Iso Week 262,42.54722967183326,487.1699455378957,53.03737612313183,186.27349130157012,131.64179303067684,128.07347330495028,93.33713400497425,62.06648801334605,89.73353732062408,162.0812246043915,24.133549766628043,49.316716346396106,106.9485286207035,36.42626985
Iso Week 263,37.74880777211016,403.6426500679416,102.43024738847949,156.63597760438,154.0193164705308,126.35399154098262,103.48627832449642,71.47507035616046,105.648849309999,142.02734857563254,52.219515909389735,65.77494730497104,155.69409799389183,31.91298294
Iso Week 264,60.24617748639598,424.773097047595,68.7449637299284,183.0446592688565,126.62814337233056,136.79044452472027,58.04770293767636,51.39033517490014,42.07307036223551,93.06122399345834,49.97213243075807,80.98335528229438,148.39530390748686,21.27192071
Iso Week 265,88.65862970380644,393.1598021997969,81.0090887406059,137.5495707030052,115.397873359964,108.68316374774368,137.74901504876266,90.6830037072068,105.58399437955848,126.67590903143288,12.314916438014793,95.3229052999386,104.75710052686728,12.54340446
Iso Week 266,73.38296781812419,329.2443454465724,53.30987546211214,133.99412464017513,102.96173803206398,154.509062680691,115.30973985755725,86.39147583022068,56.55540117114976,139.4346969642544,41.75204911919549,87.19152580553647,122.2275817944112,8.16324122
Iso Week 267,36.25462232308725,270.1336123698221,63.68834124324761,142.32950168424728,76.95975059372677,111.65617228875529,119.88854598835484,38.40892858752164,53.51869476903507,155.43920043072566,28.43561066162968,51.185875565384016,113.71645902857374,6.474452972
Iso Week 268,47.30845929426304,320.84511657658913,9.392816920162456,128.80159820744868,103.5642063729274,105.2619788539195,77.5856220810243,79.84471767503875,55.12526068077229,97.6032025498154,0.0,59.56328948437624,105.39522322983896,6.1135242
Iso Week 269,83.43404401655711,335.32648874803454,41.91139713023539,126.47302311556813,56.66354508141565,111.66064664648503,95.68990689128836,73.54573025415093,50.288539158197615,88.8909584124879,23.65269269627556,74.62787547358145,87.38687609677883,5.847065957
Iso Week 270,36.000411286109184,485.01518090241854,47.42905100075012,160.0806602467871,80.19502957593613,150.05256961797278,113.44972150862112,41.3344841834335,71.2535567794054,143.9753401813112,51.039531949965344,51.172042136903165,107.95195009286896,5.518325143
Iso Week 271,33.18943852312349,304.02510022486285,9.488308249252928,214.25404599106247,99.38581701472154,106.38775667501623,102.48206976297452,42.2551622345708,85.3986330218825,113.86012855878664,90.01709673344827,66.29645583294766,138.5040927312593,5.183901394
Iso Week 272,89.28071125191293,332.96980911789194,46.3312448965161,168.09240117451716,113.6797641850819,130.19462749242246,65.4376048520056,69.5833835569244,46.24961816246668,140.4216269698047,11.571439044329242,82.57099768376888,116.01069804781498,4.529113139
Iso Week 273,70.10852461713128,370.76352713720735,61.25440315263477,206.9230799386615,86.17840273516516,88.82417202927239,130.40209896833477,66.15381156074042,94.6330170500283,139.45653167001575,23.62256536071298,87.8912934282361,71.0939239460723,4.086424343
Iso Week 274,65.65327696853113,306.8179483329131,66.74750015278455,223.49048056379272,81.86761836534062,80.20920713051787,108.37711833981378,66.63201986668587,46.91446221735358,122.85033633177542,17.28136701142177,41.74618572813184,97.73208287959172,4.093592668
Iso Week 275,22.63174171713201,287.82962051554927,9.533505921644998,187.6546431410691,89.32348531866305,132.11210657849037,98.243534421209,43.8623018595225,46.693634304485165,151.2480279744474,11.785714802444051,66.0883400680074,121.1468115812831,3.391984285
Iso Week 276,27.721149370136978,232.950284046346,46.06744721751458,197.74949493872492,114.01727767493666,75.41188841730339,75.26031257088653,48.61761451081675,93.88624009798863,162.91849023674854,42.16201317561747,84.32284277609178,83.84944040711002,2.450213449
Iso Week 277,0.0,184.73200954789996,61.343056870573655,222.6088804701901,88.76316311528016,132.34296761582252,72.4493057133545,40.347495240996416,74.74812606192208,139.65438958190504,54.09842491618265,61.618672100536,130.10128992899158,2.158082636
Iso Week 278,33.73692226828063,328.7848332514147,32.99777810635591,224.1850277462156,97.47271262190904,66.84456286321247,101.19935120507456,29.954473216538272,45.36960312060863,126.72275370507025,24.01951470818317,30.15507910292183,127.88075006715589,2.891438653
Iso Week 279,38.57470090220014,277.4984567721767,55.47856369854692,178.5621067484705,71.74247288731513,117.52541247523378,98.364715385579,51.275837208405854,41.22020320740374,88.93691183880067,53.41969266142826,49.1508512840685,104.15252661115883,8.358623204
Iso Week 280,32.578009264369214,252.9960258116072,37.5102952189435,239.06554338266628,41.25992693806382,111.63958306842322,83.5517990153846,71.77915324143203,76.0042237318441,136.02934308694438,13.20173308143212,43.982314676211686,76.1271343653193,8.105215963
Iso Week 281,46.1132436487812,337.49399923215515,81.1727816761955,207.18949029603357,113.19562413699084,150.56493137548273,81.04468401809332,24.80772444869321,56.68796284089434,98.2173676892868,11.815395017229688,24.13783417944921,141.09026351324505,7.355233248
Iso Week 282,59.81168209840717,293.9136185031068,28.21007986941401,279.2394571687004,57.47014134986663,103.75612660845316,50.09411217642084,11.896278438309322,107.80421253047098,108.38331274447398,23.831556453726225,43.341560257849146,76.42835361490769,5.795805068
Iso Week 283,73.80987958426856,307.3148526689519,73.14941312272802,211.97559411223912,77.36989524933303,122.80186090902666,87.24277686291596,55.04308835603365,75.54124477768903,158.6888831769156,37.16283155569871,54.784818853209096,101.03396354630164,3.329982208
Iso Week 284,33.44148431605358,303.8077915014091,30.67932652579418,219.45386409178423,104.14759436781968,141.49994217048948,82.93422301218062,23.800647731325192,54.14426212023067,102.19277994770208,23.6658398853566,65.39818867408705,97.93288559243707,4.259317256
Iso Week 285,48.23505712546701,344.54606224262506,44.66326079166312,305.7899618452686,98.25912717520472,125.86301145304888,79.54320124418611,45.70744742285755,55.97399336350775,100.52446385988377,23.139595955757688,56.44680960853135,94.82286171714568,5.944439307
Iso Week 286,26.163545769879075,388.616792969778,76.74415467860028,319.9982305160136,79.22919190931124,68.59833937975655,123.38356999628004,34.46445668430863,54.17584915946071,96.99013894298946,50.88243459121114,72.42055249724015,126.02387620843136,8.903759967
Iso Week 287,81.23739904689292,459.9801521240569,60.53548061847248,240.89882903858611,90.9916971916809,90.6150111955076,105.38140172808248,50.22765807929903,47.29216122477753,56.777896733241086,60.816504290599084,86.45720789902813,109.60708302659278,18.68901132
Iso Week 288,41.43528763542474,498.2500727116866,73.27068978487621,326.60406318102724,86.71618305309057,146.38637006936273,119.59819894535931,35.1660720517421,101.66113812178148,131.1472873678715,35.42952780614103,111.90284285377332,89.06859568686869,31.43326226
Iso Week 289,92.73351217890972,663.7509953274475,83.68500839333954,268.02552096397545,109.52210434801933,129.9109915436421,165.8101156884958,95.13231121466518,55.65333091625592,107.31089618337953,11.342439605443143,84.74356682146383,109.2851033712541,61.93738131
Iso Week 290,74.14931030936984,1010.5821465231865,96.38971305882647,319.42620318571227,115.4060587258267,145.57220181660207,177.07480611186818,67.666749524258,53.86029476210746,152.65819790284837,44.88929375469328,48.80175668610563,86.52563480685217,147.1391413
Iso Week 291,67.8414608277006,971.852091782544,121.93731949729236,289.9853210130395,123.8323900142838,163.2836676041077,106.93593964147708,43.02379696688773,59.35312360009006,86.43610398268333,44.01230481838412,56.84637386838847,99.86494161239328,133.3960765
Iso Week 292,98.6296334576544,860.5714517232399,107.77199811925944,352.32753002200144,106.18429533520036,111.85080652896951,80.11050783543917,67.44547567074929,87.6099502739629,163.40475693244397,36.28176197309492,83.92691369376318,98.12111395649193,39.95990534
Iso Week 293,104.29811566831664,791.676002803589,144.1066042036305,363.49777507928354,110.52626079291362,154.08035185801282,93.58652992428443,58.80213675194408,119.3009597400944,139.42315283000863,40.885862053034295,69.77050951139613,99.14866786562264,28.77088164
Iso Week 294,79.93441003283154,789.7662007375558,78.9704327959395,341.0565077892314,91.71009612465578,152.10648441485822,93.54061889508968,42.995050041091176,67.09430082534605,131.78096559155142,64.57092831254735,94.61258505327828,154.94094538833366,19.35154363
Iso Week 295,73.18717147528388,818.6795689242126,89.18871465836129,315.37071932213195,123.57406337602616,181.31357771434256,174.34835154899923,79.9952937738437,92.2347306238827,161.81332487576336,74.50646453055222,66.85812767431649,112.95187059170716,11.82824979
Iso Week 296,92.9850565848285,865.5676774580661,111.78406199873596,386.8600161449649,105.35379024028668,139.34244238151274,147.566386847175,105.96961670146204,101.5587049214844,143.72432957739122,45.95840709426145,108.93571821499316,102.0371008848969,9.315309325
Iso Week 297,88.36546988312752,1043.4368083739591,114.08359695646456,389.32881246843925,121.89716330176172,150.08804332697292,155.90396480441427,112.5015539214144,70.66881534581444,135.2621702777847,73.59566761437051,94.78108688420116,106.42377433223513,7.736646681
Iso Week 298,79.43237331092816,821.8148886923883,132.56766284534783,265.8198381214782,146.45073357947135,150.19791888191432,157.58590825700873,113.68113061749774,79.68793944261654,161.1424901190585,65.59799793208495,75.96163981094095,91.6998103257274,9.389363032
Iso Week 299,125.29991446660246,1055.612423575854,146.8400757466807,343.3776157437407,182.83822879965155,211.75694050418016,149.45249991353782,83.73357201621829,85.48205244883536,150.2203700539337,60.675826379822375,109.51517781864854,114.789411693059,11.99787151
Iso Week 300,93.84054849612694,992.0161520554324,105.91705749324588,353.9677512667513,179.8611074423168,197.5118786465437,148.9387271737876,126.98462441230224,54.89170664532164,142.03078641544627,41.73290026850886,99.99278203944816,120.48525086011983,16.76079139
Iso Week 301,174.88016292838998,1252.4424437503856,207.45264500097983,305.3252896714663,165.15766619893716,163.15086098595606,132.1906996816221,97.64140028238712,125.07480553372446,169.6298374344445,65.62742397233865,82.04208745175399,113.43404646563924,20.13079603
Iso Week 302,150.78728321683295,1624.2077564796457,249.7540605437328,300.65527997158443,168.26804405643594,211.0852061480725,206.0953735259444,94.04323236400488,111.12305879571524,151.29857372650807,66.19681854132286,88.34808228204712,102.5444583345868,21.14440797
Iso Week 303,199.9189723564149,2059.271171495458,248.0084497228283,349.420932855437,143.0349269668602,285.61012615090254,258.7861645162698,167.54071066857634,115.36979057194895,175.9658834415944,84.88730869260974,99.20850591390769,137.65451852472785,27.43317274
Iso Week 304,247.7964130057451,2348.245155109017,389.9209829720498,299.2939501067657,194.616219115866,226.5317417333825,256.00484793014186,115.24825405951414,138.27807445010484,145.92226766013397,92.75707102105608,93.81993381254208,133.3104814748511,34.14120943
Iso Week 305,155.25303390786002,1878.8884820039095,251.77038517736105,233.2825545673293,201.92200767745013,276.7823909310385,154.7122068182198,53.18621259515759,129.16974507505049,163.56860385340406,43.335483343997154,153.95671067611835,121.5048730658186,30.34352684
Iso Week 306,151.60451192372835,1188.0192709004416,199.0857305793123,366.3635643465836,175.11442451625473,260.9412211347091,181.2503952788252,90.1165118167943,136.8816077238431,173.25268569753072,69.39614382397801,91.62488158071206,80.78378875040161,28.969779
Iso Week 307,102.45252802512262,864.7659225515202,131.3053500902236,299.7647284266656,147.7519537006107,164.9506375240973,153.32788286138438,48.94033533266192,118.08151738829623,156.23878285302774,84.8006638651093,95.3588548034915,93.96619092562072,25.52615984
Iso Week 308,72.38509396079428,778.8080611423741,85.80093777793249,302.1825772907273,156.7309436439885,163.24319581049477,119.27003914347527,89.73949022637267,105.7149384019138,170.9744824084043,55.176437559259526,92.90305029115936,97.88476596666298,27.18069239
Iso Week 309,45.705676843076894,655.4855443229253,121.33166863996622,245.642319771656,107.51066563551908,82.09210151576588,94.95597717369948,83.18136154290627,123.4554008319948,120.52322667479822,30.456419091829048,53.32717282200274,123.0303152646055,23.47977097
Iso Week 310,88.49784202480315,561.1853554313697,81.14035121320887,279.827017585255,107.65377805428908,132.33028002193345,113.89145856776835,58.65820078181607,67.5807436767187,113.2271907782862,13.953307094267869,71.65637753057281,110.95524645419242,22.76421983
Iso Week 311,67.3967052485646,491.5971244781285,92.98061640873364,313.1336819873435,99.72079636758994,110.59215039518116,94.24432721528376,65.45195476744918,81.29408539287485,159.01415618697214,36.11338676301709,97.24293907994893,114.94122308773356,19.49319658
Iso Week 312,55.33906162823611,478.2831496777914,61.68470097137426,231.39855719222615,84.5730406427186,121.90136776711851,87.97018724322652,74.34536856896368,94.43374152679723,139.3552240532575,50.35962041578286,104.29295491596234,111.50023008630036,17.09331151
Iso Week 313,53.87051715209352,473.9494294602781,73.38535247950462,280.51203619504173,98.9881520209904,123.59980658401254,115.12122059119292,54.47484162694995,79.65983012114914,157.17902550504996,40.04004278817604,91.53674480360166,145.02771957672908,10.28373627
Iso Week 314,107.72990463324892,545.7160086128823,87.71261889451604,262.9791112646952,114.53386360586885,129.62767910683613,122.01578032852844,69.1147515218879,122.12744732378393,154.14511578277455,29.396665069439603,54.41087299095477,121.0382460321746,9.834469569
Iso Week 315,35.51874298391382,440.74714688482345,62.06766032656823,190.01733763319055,110.87150770234416,118.75924488198828,117.1527903169082,85.51782139979932,83.41406979911974,150.32962308372365,18.470655888314337,94.95282602708669,87.13814422143912,15.05695811
Iso Week 316,54.56545286946001,424.1117906773308,67.60724735026751,214.88555242405872,86.32848464317841,118.32104823624232,103.46942838837744,75.45173787918553,59.3580135667229,98.25014293755449,54.57353192200992,107.07614545900816,133.1054402680698,10.45633468
Iso Week 317,63.16991498309864,448.85980917485085,67.61308305946692,213.37682294509423,108.93561100050232,115.12989384215376,96.0783185096973,61.2690427291897,93.36730210028894,168.0014527840697,43.75580374394703,89.8419122988267,121.29674173596332,9.023832235
Iso Week 318,27.43034765446191,444.636024789112,61.57216409036744,208.9575172742195,68.40369658161276,129.39876418207984,110.90745863214588,82.90156985409725,87.19635369643598,121.24456782405431,34.097447074557444,103.45096461673906,100.63086374610552,8.640715551
Iso Week 319,43.40624711128798,429.40478031855406,63.89999259963594,170.4577832517057,96.64713360272351,109.72870905841616,131.30433541984883,89.48114895599669,66.35561662874525,143.69840379182375,29.127614297125767,75.73400538019116,127.61879163688124,7.953832422
Iso Week 320,70.1486996767474,439.4502914179644,95.84068168530304,246.82824562536544,90.01799203468838,88.6006499710335,117.71587473195444,99.99587962759752,84.05385443232726,164.13651787357054,29.66845313486292,76.10374539076784,122.50325870350876,8.416885927
Iso Week 321,31.275919201499057,391.4455798913622,67.32480921195379,192.81649460996297,103.57019827293328,110.5776777409717,99.72468006924244,93.35456734218488,101.70297635544668,175.48777167724458,29.902966047872773,84.61401424732196,93.23622041696385,6.447132052
Iso Week 322,56.54095479856513,344.81736523583925,87.8457318694474,196.77650238495772,102.0137781004562,168.8919934145118,160.16703484235225,64.92766471832165,78.12323565226866,191.6098804363901,49.729283133049975,65.66182926964382,93.60321928553064,6.393956967
Iso Week 323,66.65206128878182,482.9079597628816,31.64004293728826,166.42490193022098,95.82429409152608,136.22752266584936,101.76521908993725,57.78743830316382,87.75187236130174,149.51601923457994,29.609108897651964,62.9677394226007,94.7930969808575,5.830476649
Iso Week 324,33.396553324858814,3774.600181862292,268.28112207804986,209.97356994912855,134.28895081901425,110.57766943626358,118.68143963652012,53.400945561082615,71.10921935301353,152.38416812851057,55.465417991571975,73.29345859335957,111.864968804875,5.115526467
